Date,Pm2.5,Precipitation,Days_since_last_precipitation,Humidity,Temperature,Wind Speed
1/24/2018,84.04,1.5,1,84.78,46.59,3.93
1/25/2018,79.1,4.6,2,76.75,48.72,3.02
1/26/2018,83.6,0,3,77.74,49.21,3.58
1/27/2018,80.79,0,4,73.6,48.01,3.71
1/28/2018,94.29,0,5,72.93,47.82,3.52
1/29/2018,106.67,0,6,75.77,48.72,3.54
1/30/2018,112.17,0,7,75.57,50.11,3.02
1/31/2018,116.75,0,8,78.78,50.45,3.15
2/1/2018,121.79,0,9,75.35,51.69,3.48
2/2/2018,123.92,0,10,77.34,52.66,3.58
2/3/2018,107.69,0,11,72.51,53.75,3.83
2/4/2018,101.88,0,12,60.39,53.11,4.83
2/5/2018,98.29,0,13,55.38,57.01,3.58
2/6/2018,108.08,0,14,58.26,58.4,3.67
2/7/2018,104.31,0,15,57.18,55.4,2.96
2/8/2018,80.29,0,16,41.9,55.74,4.4
2/9/2018,77.79,0,17,43.35,54.5,4.15
2/10/2018,72.27,0,18,48.7,53.98,4.67
2/11/2018,83.5,0,19,76.96,55.98,3.93
2/12/2018,139.54,1.5,20,66.02,53.86,2.81
2/13/2018,106.12,0,21,75.45,54.91,2.31
2/14/2018,114.65,0,22,67.67,55.06,4.42
2/15/2018,69.25,0,23,70.23,56.98,4.06
2/16/2018,82.29,0,24,75.4,57.69,3.71
2/17/2018,89.42,0,25,74.01,57.05,4.83
2/18/2018,91.27,0,26,70.05,56.19,4.67
2/19/2018,98.67,0,27,72.68,56.04,4.23
2/20/2018,103.44,0,28,71.6,56.49,3.54
2/21/2018,107.89,0,29,65.16,58.7,3.28
2/27/2018,47.8,0,30,72.91,62.69,4.7
2/28/2018,87.21,0,31,74.58,62.26,4.33
3/1/2018,91.73,0,32,74.62,62.68,4.58
3/2/2018,89.75,0,33,69.36,60.99,4.75
3/3/2018,48.9,2.6,34,65.84,61.96,3.94
3/4/2018,79.06,0,35,59.07,64.06,5.17
3/5/2018,64.88,0,36,51.47,63.46,5.85
3/6/2018,52.69,0,37,50.08,61.21,4.69
3/7/2018,79.15,0,38,62.58,61.59,5.27
3/8/2018,88.92,0,39,70,61.02,4.64
3/9/2018,78.44,0,40,64.78,62.04,4.67
3/10/2018,81.54,0,41,63.24,61.89,4.19
3/11/2018,104.31,0,42,79.59,58.25,3.62
3/12/2018,85.31,14.3,0,73.92,59.17,3.34
3/13/2018,89.08,0.2,1,73.4,62.38,4.12
3/14/2018,91.52,0,2,71.11,64.36,4.79
3/15/2018,92.48,0,3,65.35,63.09,4.39
3/16/2018,36.92,5,0,56.28,62.64,7.85
3/17/2018,65.69,0,1,48.84,61.81,5
3/18/2018,99.6,0,2,53.72,61.59,4.47
3/19/2018,126.38,0,3,56.43,63.61,3.77
3/20/2018,133.83,0,4,57.32,64.94,4.86
3/21/2018,132.96,0,5,57.82,65.86,4.58
3/22/2018,114.25,0,6,54.34,65.94,5.31
3/23/2018,97.92,0,7,50.22,65.6,4.29
3/24/2018,112.38,0,8,51.23,65.82,4.6
3/25/2018,135.88,0,9,54.44,65.52,4.46
3/26/2018,145.67,0,10,66.71,61.29,4.62
3/27/2018,120.54,0.6,11,57.01,66.46,4.85
3/28/2018,139.77,0,12,64.72,65.68,6.69
3/29/2018,62.08,3,13,55.89,66.78,4.72
3/30/2018,47.52,2,14,48.48,62.49,6.79
3/31/2018,40.52,0,15,57.62,63.88,4.5
4/1/2018,81.04,11.5,0,56.28,66.76,4.29
4/2/2018,78.19,0,1,68.89,66.61,4.9
4/3/2018,59.73,51.2,0,73.09,65.94,3.9
4/4/2018,47.65,3.2,1,86.87,60.88,3.58
4/5/2018,45.29,17.7,0,74.03,63.76,4.08
4/6/2018,53.94,0,1,73.74,66.54,4.69
4/7/2018,46.81,6.2,0,76.68,64.4,3.42
4/8/2018,59.98,0,1,72.01,66.05,3.21
4/9/2018,63.48,2.8,2,74.84,66.35,3.85
4/10/2018,58.79,0,3,72.61,64.85,3.12
4/11/2018,59.65,0,4,73.88,64.81,4.92
4/12/2018,46.5,0.2,5,53.22,70.86,6.98
4/13/2018,49.19,0,6,40.75,70.35,7.37
4/14/2018,58.81,0,7,49.86,67.21,4.79
4/15/2018,77.23,0,8,54.11,69.05,4.96
4/16/2018,84.96,0,9,66.67,70.16,4.96
4/17/2018,63.33,9.5,0,75.21,66.76,4.38
4/18/2018,56.06,3.2,1,71.95,68.9,4.83
4/19/2018,52.71,0,2,74.21,68.79,3.99
4/20/2018,57.29,1.5,3,62.99,70.18,5.29
4/21/2018,55,0,4,52.12,71.11,6.15
4/22/2018,60.02,0,5,44.3,70.94,4.69
4/23/2018,103.71,0,6,47.51,69.65,5.65
4/24/2018,112.88,0,7,50.06,69.27,4.85
4/25/2018,90.62,0,8,59.11,69.09,4.35
4/26/2018,93.69,0,9,76.19,64.77,4.77
4/27/2018,59.85,2.2,10,77.6,65.56,3.44
4/28/2018,57.29,33,0,85.53,64.51,3.21
4/29/2018,44.06,6.3,0,83.2,65.38,3
4/30/2018,35.85,0.3,1,82.36,63.86,4.62
5/1/2018,35.81,0,2,78.06,67.92,4.02
5/2/2018,42.15,13,0,76.52,69.12,4.52
5/3/2018,31.83,1.3,1,86.97,63.54,2.94
5/4/2018,39.6,1.6,2,76.18,67.1,5.02
5/5/2018,35.31,0.5,3,75.54,69.09,3.58
5/6/2018,42.79,0,4,77.14,69.61,4.12
5/7/2018,53.96,0,5,67.85,72.2,5.55
5/8/2018,54.83,0.6,6,53.31,73.66,7.03
5/9/2018,32.75,2.3,7,54.21,72.01,5.77
5/10/2018,43.1,0,8,59,68.6,4.52
5/11/2018,49.67,0,9,67.91,70.44,4.4
5/12/2018,47.6,0,10,72.8,72.01,4.52
5/13/2018,45.35,0,11,81.15,69.69,4.31
5/14/2018,27.52,21,0,87.94,62.9,3.1
5/15/2018,33.65,0.6,1,75.8,67.25,3.1
5/16/2018,39.15,0,2,77.2,70.06,4.67
5/17/2018,26.5,10,0,82.68,67.78,3.38
5/18/2018,42.79,0.3,1,78.7,70.59,3.25
5/19/2018,43.96,0,2,81.76,70.4,2.94
5/20/2018,41.96,10.6,0,77.7,72.73,3.46
5/21/2018,44.35,0,1,75.82,74.19,4.54
5/22/2018,38.75,7.5,0,78.12,75.16,4.27
5/23/2018,33.15,0,1,78.92,75.39,5.6
5/24/2018,25.25,16.3,0,78.05,73.96,4.44
5/25/2018,40.1,0.2,1,68.9,76.59,4.98
5/26/2018,55.6,0.5,2,69.59,76.36,4.35
5/27/2018,61.06,0,3,65.23,75.27,4.9
5/28/2018,40.75,0,4,68.12,69.24,4.21
5/29/2018,43.94,2.6,5,72.45,71.04,4.42
5/30/2018,37.6,42,0,86.98,68.82,2.73
5/31/2018,47.33,23.8,0,83.14,69.95,2.83
10/1/2018,35.58,0,1,77.54,71.53,4.85
10/2/2018,35.54,0,2,80.38,69.5,3.79
10/3/2018,38.08,0,3,77.71,69.42,4.29
10/4/2018,45.38,0,4,77.06,68.04,3.19
10/5/2018,40.92,0,5,78.29,67.51,3.44
10/6/2018,41.58,0,6,79.32,66.54,3.35
10/7/2018,37.79,2.3,7,75.33,65.86,3.88
10/8/2018,39.12,9.1,0,74.1,65.11,3.81
10/9/2018,42.19,0,1,76.35,66.54,3.62
10/10/2018,43.44,0,2,79.3,67.32,3.81
10/11/2018,38.46,0.5,3,75.21,68.53,4.4
10/12/2018,27.94,0,4,78.23,66.35,4.95
10/13/2018,18.5,0,5,75.33,66.42,4.46
10/14/2018,26.06,0,6,74.19,65.71,4.06
10/15/2018,36.1,0,7,77.14,65.11,3.75
10/16/2018,42.58,0,8,76.09,65.9,4.31
10/17/2018,47.5,0,9,77.68,64.96,3.85
10/18/2018,48.25,0,10,78.05,64.7,3.44
10/19/2018,39.04,0,11,73.86,64.55,3.56
10/20/2018,40.75,0,12,76.91,64.62,3.46
10/21/2018,39.21,0,13,77.34,64.21,3.23
10/22/2018,40.71,0,14,66.97,62.64,4.69
10/23/2018,41.33,0,15,67.18,60.8,3.33
10/24/2018,43.71,0,16,70.06,60.12,3.85
10/25/2018,48.33,0,17,72.43,60.31,3.27
10/26/2018,45.08,0,18,66.52,60.54,3.65
10/27/2018,44.56,0,19,63.45,60.8,3.58
10/28/2018,40.08,0,20,65.89,61.51,3
10/29/2018,50.5,0,21,70.29,62.04,3.44
10/30/2018,47.42,0,22,69.01,62.98,3.17
10/31/2018,58.33,0,23,65.73,63.2,3.54
11/1/2018,48.67,0,24,69.99,62.52,3.52
11/2/2018,44.92,0,25,69.05,61.25,4.06
11/3/2018,42.96,0,26,69.9,60.42,3.38
11/4/2018,58.08,0,27,68.08,59.71,4.44
11/5/2018,59.98,0,28,64.77,58.48,3.96
11/6/2018,53.38,0,29,68.8,57.76,3.29
11/7/2018,55.67,0,30,71.95,57.61,3.75
11/8/2018,59.83,0,31,74.94,58.48,3.35
11/9/2018,51.98,0,32,77.76,58.59,3.02
11/10/2018,43.12,0,33,75.47,57.76,3.04
11/11/2018,42.65,0,34,74.81,57.5,3.1
11/12/2018,48.65,0,35,74.79,58.62,2.96
11/13/2018,58.77,0,36,77.61,58.21,3.12
11/14/2018,65.15,0,37,73.5,58.06,3.42
11/15/2018,67.88,0,38,69.28,57.54,4.23
11/16/2018,64.27,0,39,70.3,56.3,3.33
11/17/2018,62.98,0,40,75.57,55.32,3.48
11/18/2018,65.83,0,41,78.55,55.4,3.77
11/19/2018,88.69,0,42,81.73,54.69,2.9
11/20/2018,103.27,0,43,82.42,55.1,2.98
11/21/2018,110.83,0,44,80.38,57.01,3.15
11/22/2018,95.81,0,45,76.92,56.75,3.1
11/23/2018,78.04,0,46,73.03,56.71,3.42
11/24/2018,73.56,0,47,78.71,55.55,3.1
11/25/2018,79.65,0,48,75.2,57.05,2.81
11/26/2018,65.38,0,49,75.76,57.05,3.1
11/27/2018,65.58,0,50,78.53,56.49,2.67
11/28/2018,76.81,0,51,76.03,57.5,2.56
11/29/2018,70.29,0,52,78.01,58.02,3.23
11/30/2018,63.42,0,53,79.79,55.96,3.23
12/1/2018,68.4,0,54,77.96,55.19,2.61
12/2/2018,66.12,0,55,76.04,54.72,2.98
12/3/2018,80.56,0,56,77.57,53.86,3.17
12/4/2018,90.44,0,57,77.81,53.11,3.02
12/5/2018,97.27,0,58,78.36,53.15,2.65
12/6/2018,77.83,0,59,76.84,52.92,3.08
12/7/2018,72.12,0,60,77.88,52.04,3.26
12/8/2018,79.33,0,61,75.52,51.58,2.78
12/9/2018,74.42,0,62,75.54,51.76,3
12/10/2018,74.96,0,63,72.11,51.58,3.17
12/11/2018,66.23,0,64,72.71,50.98,2.94
12/12/2018,62.4,0,65,67.44,52.78,2.77
12/13/2018,78.65,0,66,63.96,54.8,2.92
12/14/2018,92.73,0,67,65.74,52.92,3.03
12/15/2018,86.27,0,68,67.52,51.05,3.15
12/16/2018,86.42,0,69,67.66,50.38,2.38
12/17/2018,150.73,0,70,65.51,51.01,2.71
12/18/2018,104.42,0,71,70.28,51.76,3.38
12/19/2018,109.33,0,72,77.28,50.71,2.88
12/20/2018,122.19,0,73,79.69,51.61,2.79
12/21/2018,99.77,0,74,75.59,52.06,2.65
12/22/2018,98.71,0,75,76.79,50.3,3.52
12/23/2018,99.31,0,76,75.42,49.96,2.4
12/24/2018,91.04,0,77,75.12,49.85,3.21
12/25/2018,87.77,0,78,71.47,48.72,3.25
12/26/2018,82.02,0,79,76.19,48.88,3.54
12/27/2018,89.08,0,80,76.25,47.49,4.42
12/28/2018,98.33,0,81,71.15,46.85,3.04
12/29/2018,106.48,0,82,70.45,46.81,2.81
12/30/2018,129.67,0,83,68.76,47.22,2.88
12/31/2018,127,0,84,66.62,48.12,2.71
1/1/2019,113.33,0,85,67.59,47.79,3.4
1/2/2019,105.56,0,86,66.4,47.68,3.66
1/3/2019,91.08,0,87,68.78,46.7,3.75
1/4/2019,92.1,0,88,68.74,45.95,4.23
1/5/2019,121.29,0,89,71.45,47.11,2.75
1/6/2019,132.92,0,90,64.81,50.71,2.62
1/7/2019,131.54,0.6,91,71.63,48.5,4
1/8/2019,101.98,0,92,62.68,50.22,3.12
1/9/2019,104.73,0,93,72.37,50.04,3.1
1/10/2019,105.73,0,94,75.56,49.61,3.07
1/11/2019,118.92,0,95,78.47,49.89,3.25
1/12/2019,132.29,0,96,75.07,49.66,2.5
1/13/2019,132.17,0,97,73.07,49.78,3.48
1/14/2019,105.67,0,98,69.81,48.99,3.65
1/15/2019,108.12,0,99,70.96,49.18,3.15
1/16/2019,104.85,0,100,75.56,49.59,3.27
1/17/2019,118.23,0,101,74.68,49.92,2.77
1/18/2019,112.56,0,102,74.48,50.49,3.04
1/19/2019,106.1,0,103,72.98,50.22,3.31
1/20/2019,100.44,0,104,73.24,51.16,3.04
1/21/2019,116.35,0,105,69.71,52.66,3.14
1/22/2019,108.27,0,106,69.1,54.91,3.5
1/23/2019,47.27,10.1,0,93.51,47.56,3.54
1/24/2019,88.88,4.2,1,75.3,50.45,3.4
1/25/2019,79.77,0,2,75.83,51.76,3.23
1/26/2019,56.77,3.5,3,89.08,49.59,3.03
1/27/2019,118.98,0.7,4,78.3,50.26,2.69
1/28/2019,89.06,0,5,76.89,49.4,3.27
1/29/2019,75.56,0,6,74.99,47.68,3.96
1/30/2019,87.1,0,7,69.16,49.59,3.23
1/31/2019,96.1,0,8,72.71,51.95,3
2/1/2019,116.92,0,9,71.77,52.36,3.71
2/2/2019,104.58,0,10,66.21,51.95,3.69
2/3/2019,88,0,11,66.69,52.81,3.73
2/4/2019,87,0,12,70.89,53.92,3.41
2/5/2019,99.02,0,13,74.13,53.75,3.52
2/6/2019,97.4,0,14,71.95,55.62,3.44
2/7/2019,79.65,2.5,15,98.38,50.08,2.4
2/8/2019,42.19,18.3,0,85.96,51.24,3.98
2/9/2019,21.9,21.5,0,80.96,46.06,5.33
2/10/2019,55.52,7.7,0,73.12,50.56,3.42
2/11/2019,67.12,0,1,76.59,53.19,3.04
2/12/2019,74.48,0,2,76.42,53.82,3.4
2/13/2019,75.25,0,3,76.69,56.04,3.15
2/14/2019,103.71,0,4,80.54,56.04,3
2/15/2019,83.42,0,5,76.11,56.08,3.31
2/16/2019,50.83,0,6,83.58,51.03,4.29
2/17/2019,45.77,5,0,76.81,51.24,4.65
2/18/2019,52.21,0,1,76.39,53.75,5.72
2/19/2019,63.67,1.2,2,76.85,53.15,3.73
2/20/2019,65.73,0,3,71.93,55.44,4
2/21/2019,76.12,0,4,71.36,58.85,4.52
2/22/2019,75.56,0,5,63.41,60.31,5.12
2/23/2019,61.69,0,6,62.2,58.78,4.31
2/24/2019,63.9,0,7,52.61,59.68,3.04
2/25/2019,32.12,0,8,52.58,56.52,3.96
2/26/2019,43.15,0,9,46.68,56.79,4.38
2/27/2019,38.33,0,10,71.92,51.16,6.19
2/28/2019,13.04,29,0,71.08,47.82,6.21
3/1/2019,18.71,0,1,73.06,48.27,5.71
3/2/2019,24.39,0,2,75.04,48.72,5.21
3/3/2019,30.06,0,3,77.02,49.16,4.71
3/4/2019,35.74,0,4,79,49.62,4.21
3/5/2019,41.42,0,5,80.98,50.08,3.71
3/6/2019,50.62,0,6,66.78,55.62,4.9
3/7/2019,59.92,0,7,69.37,56.9,5.02
3/8/2019,58.79,0,8,69.91,55.96,5.1
3/9/2019,66.19,0,9,66.92,57.95,4.08
3/10/2019,68.16,0,10,58.27,59.41,3.85
3/11/2019,66.25,0,11,60.38,60.42,4.38
3/12/2019,68.52,0,12,49.38,61.66,5.5
3/13/2019,70.79,0,13,46.28,64.62,4.96
3/14/2019,69.33,0,14,46.56,64.7,4
3/15/2019,57.67,0,15,47,63.05,4.85
3/16/2019,65.69,0,16,52.88,62.6,4.46
3/17/2019,71.88,0,17,59.86,62.6,4.35
3/18/2019,73.5,0,18,67.42,58.1,4.44
3/19/2019,75.17,4,19,73.52,57.95,4.83
3/20/2019,57.96,11,0,69.54,59.11,4.25
3/21/2019,55.29,0.6,1,56.55,62,5
3/22/2019,62.02,0,2,49.48,63.69,4.12
3/23/2019,81.04,0,3,55.33,63.59,4.51
3/24/2019,131.4,0,4,63.24,64.02,5.69
3/25/2019,142,0,5,73.34,62.3,4.75
3/26/2019,43.83,5.8,0,82.66,55.66,3.48
3/27/2019,37.46,16,0,72.68,60.42,3.83
3/28/2019,56.88,0,1,68.48,65.19,4.29
3/29/2019,76.17,0,2,72.71,65.97,3.96
3/30/2019,99.25,0,3,81.4,64.51,3.33
3/31/2019,68.77,0,4,72.72,63.72,5.81
4/1/2019,37,3.5,5,56.57,65.86,5.02
4/2/2019,32.33,0,6,57.3,65.11,4.29
4/3/2019,63.15,0,7,68.08,66.65,5.12
4/4/2019,74.21,0,8,82.61,64.81,4.33
4/5/2019,97.27,3,9,85.24,65.23,3.21
4/6/2019,60.6,9.7,0,92.95,59,3.6
4/7/2019,26.23,6.8,0,81.53,61.49,4.52
4/8/2019,43.08,2.4,1,74.42,66.46,4.1
4/9/2019,48.65,5.5,0,78.41,63.61,3.48
4/10/2019,41.62,1.1,1,73.58,67.36,4.38
4/11/2019,39.46,0,2,75.93,68.08,4.28
4/12/2019,48.54,0,3,75.51,69.69,3.88
4/13/2019,52.92,0,4,75.7,70.81,4.57
4/14/2019,51.9,0,5,84.2,67.77,3.9
4/15/2019,45.94,4,6,83.16,68.86,3.98
4/16/2019,49.71,9,0,76.16,69.18,5
4/17/2019,26.04,6.5,0,75.48,65.52,4.15
4/18/2019,38.12,0.2,1,62.51,67.51,4.56
4/19/2019,42.88,0,2,73.22,62.3,4.12
4/20/2019,46.77,31.4,0,67.45,65.3,4.06
4/21/2019,66.75,0,1,76.46,64.44,4.08
4/22/2019,71.19,0.5,2,81.54,64.42,3.38
4/23/2019,64.65,5.6,0,76.38,67.21,3.48
4/24/2019,73.04,0,1,73.36,70.92,3.25
4/25/2019,65.04,3.4,2,80.2,68.49,4.12
4/26/2019,60.1,1.6,3,86.6,68.82,2.58
4/27/2019,80.08,8.6,0,72.99,73.25,3.69
4/28/2019,69.46,0,1,71.76,75.16,3.94
4/29/2019,76.29,0,2,70.69,74.23,4.81
4/30/2019,76.94,0,3,67.56,74.52,4.58
5/1/2019,67.06,2.5,4,55.94,74.34,5.69
5/2/2019,50,0,5,60.92,75.93,5.6
5/3/2019,57.77,6.2,0,81.95,66.5,3.33
5/4/2019,40.23,0,1,72.27,69.95,5.71
5/5/2019,46,0,2,58.85,71.82,5.46
5/6/2019,68.1,0,3,55.72,71.98,4.23
5/7/2019,90.94,0,4,59.73,73.29,4.25
5/8/2019,99,0,5,59.58,74.08,4.44
5/9/2019,113.38,0,6,61.81,74.82,4.56
5/10/2019,118.06,0,7,57.27,77.15,4.23
5/11/2019,91.81,0,8,50.01,75.69,5.83
5/12/2019,51.71,0,9,66.31,68.86,4.06
5/13/2019,57.92,7.8,0,72.77,66.89,3.05
5/14/2019,64.56,0,1,66.24,69.95,4.5
5/15/2019,49.62,1.2,2,72.2,69.39,4.83
5/16/2019,49.56,5.9,0,75.82,69.8,4.4
5/17/2019,44.4,0.7,1,62.46,73.21,5.56
5/18/2019,65.75,0,2,57.44,72.95,6.44
5/19/2019,55.52,1,3,61.9,73.59,5.1
5/20/2019,93.02,0,4,61.68,75.76,4.46
5/21/2019,77.81,0,5,67.1,75.16,4.5
5/22/2019,64.1,0,6,72.09,72.95,4.79
5/23/2019,56.79,3.5,7,71.3,74.11,4.42
5/24/2019,78,0,8,76.73,72.91,4.98
5/25/2019,43.81,0.2,9,65.47,73.29,6.1
5/26/2019,30.9,1.1,10,65.48,73.81,4.51
5/27/2019,52.42,0,11,61.95,75.16,4.98
5/28/2019,51.54,0,12,65.67,75.2,5.42
5/29/2019,58.08,0,13,81.17,70.51,4.29
5/30/2019,53.69,19.5,0,85.64,68.08,3.42
5/31/2019,49.73,5.5,0,78.38,72.01,3.67
10/1/2019,7.35,0,1,83.93,70.06,4.19
10/2/2019,14.12,0,2,83.81,70.14,3.62
10/3/2019,19.83,0,3,84.16,70.4,3.75
10/4/2019,17.67,0,4,82.82,70.85,3.94
10/5/2019,16.02,0,5,83.86,71.34,3.52
10/6/2019,19.31,0,6,80.57,70.66,3.52
10/7/2019,23.12,0,7,78.51,71.3,3.42
10/8/2019,23.23,0,8,83.63,68.86,5.08
10/9/2019,12.54,0,9,81.88,67.85,3.9
10/10/2019,15.46,0,10,80.15,67.7,4.21
10/11/2019,29.56,0,11,79.41,67.06,3.94
10/12/2019,24.31,0,12,76.99,67.48,3.6
10/13/2019,27.73,0,13,77.36,67.66,3.42
10/14/2019,34.58,0,14,77.7,68.15,3.81
10/15/2019,33.83,0,15,78.46,68.04,3.58
10/16/2019,30.5,0,16,77.95,68.49,3.85
10/17/2019,28.52,0,17,79.75,68.49,4.12
10/18/2019,30.79,0,18,80.4,68.19,3.19
10/19/2019,34.79,0,19,76.73,68.56,4.02
10/20/2019,38.04,0,20,83.42,66.12,2.75
10/21/2019,43.15,0,21,81.11,65.6,3.31
10/22/2019,41.38,0,22,76.76,64.74,4
10/23/2019,48.56,0,23,82.02,62.38,2.56
10/24/2019,43.83,0,24,77.94,62.94,3.81
10/25/2019,55.94,0,25,84.09,62.34,2.38
10/26/2019,42.58,0,26,79.72,62.75,3.9
10/27/2019,38.79,0,27,74.35,63.91,3.83
10/28/2019,41.25,0,28,80.42,62.82,2.97
10/29/2019,40.06,0,29,76.3,63.46,3.46
10/30/2019,31.44,0,30,79.03,63.69,3.4
10/31/2019,31.17,0,31,75.58,63.72,3.73
11/1/2019,42.27,0,32,79.37,63.28,3.58
11/2/2019,47.27,0,33,81.22,63.99,3.27
11/3/2019,47.08,0,34,78.89,64.44,3.21
11/4/2019,36.88,0,35,80.26,63.99,3.38
11/5/2019,41.58,0,36,77.65,63.12,3.73
11/6/2019,59.9,0,37,79.86,62.64,3.21
11/7/2019,56.81,0,38,78.84,64.44,3.33
11/8/2019,59.38,0,39,82.36,63.24,2.48
11/9/2019,53.27,0,40,80.69,63.05,3.04
11/10/2019,38.71,0,41,79.79,62.86,3.75
11/11/2019,37.23,0,42,80.42,61.78,3.69
11/12/2019,48.83,0,43,82.32,62.49,3.06
11/13/2019,49.85,0,44,80.6,62.75,2.96
11/14/2019,50.73,0,45,75.97,63.28,2.96
11/15/2019,46.58,0,46,76.86,63.24,3.48
11/16/2019,42.06,0,47,82.85,62.11,3.46
11/17/2019,38.46,0,48,81.47,63.72,3.85
11/18/2019,49.73,0,49,79.15,62.38,3.15
11/19/2019,69.65,0,50,79.11,61.74,5.04
11/20/2019,77.15,0,51,77.62,61.48,3.12
11/21/2019,73.83,0,52,78.7,60.88,3.06
11/22/2019,70.77,0,53,79.41,59.3,3.15
11/23/2019,73.52,0,54,80.16,59.38,2.72
11/24/2019,75.73,0,55,84.57,59.75,2.52
11/25/2019,66.77,0,56,80.62,60.39,2.81
11/26/2019,76.6,0,57,79.51,59.75,2.94
11/27/2019,76.42,0,58,78.53,58.25,3.19
11/28/2019,63.31,0,59,70.74,57.39,3.29
11/29/2019,70.62,0,60,68,57.05,2.65
11/30/2019,56.67,0,61,70.39,55.44,3.62
12/1/2019,51.6,0,62,70.81,54.35,3.69
12/2/2019,51.04,0,63,80.24,53.98,3.12
12/3/2019,55.77,0,64,79.05,53.34,3
12/4/2019,71.35,0,65,79.43,53.79,2.65
12/5/2019,90.88,0,66,76.02,53.6,2.69
12/6/2019,90.02,0,67,70.17,53.19,2.81
12/7/2019,81.35,0,68,71.01,52.48,2.85
12/8/2019,66.23,0,69,71.27,52.62,3.02
12/9/2019,61.65,0,70,77.45,52.14,3.25
12/10/2019,62.69,0,71,79.42,53.08,3.23
12/11/2019,55.17,0,72,77.73,53.86,3.35
12/12/2019,74.98,0,73,83.97,53.64,2.17
12/13/2019,86.85,0,74,94.72,49.59,4.19
12/14/2019,25.58,33.4,0,86.98,51.91,3.81
12/15/2019,53.92,0,1,86.27,51.05,2.9
12/16/2019,56.56,0,2,82.74,50.56,3.12
12/17/2019,51.81,0,3,79,49.36,3.15
12/18/2019,58.29,0,4,78.38,49.02,3.15
12/19/2019,69.73,0,5,77.85,49.89,3.04
12/20/2019,79.4,0,6,77.49,50.75,2.58
12/21/2019,97.38,0,7,79.17,51.12,2.42
12/22/2019,87.9,0,8,71.21,50.71,3.69
12/23/2019,78.1,0,9,75.05,49.62,3.12
12/24/2019,69.52,0,10,77.25,48.54,3.23
12/25/2019,83.52,0,11,73.7,46.62,3.17
12/26/2019,76.46,0,12,73.8,45.42,2.96
12/27/2019,78.06,0,13,72.52,44.82,3.36
12/28/2019,99.75,0,14,68.07,46.85,2.69
12/29/2019,116.42,0,15,70.69,47.22,3.1
12/30/2019,104.98,0,16,67.53,47.68,3
12/31/2019,136.42,0,17,65.54,48.28,2.83
1/1/2020,146.22,0,18,72.13,49.25,2.4
1/2/2020,151.85,0,19,74.12,50.66,2.35
1/3/2020,147.54,0,20,93.57,46.29,2.1
1/4/2020,65.21,5.2,0,93.47,47.08,2.35
1/5/2020,42.71,1.5,1,79.08,46.25,3.31
1/6/2020,67.38,0,2,81.3,47.15,2.96
1/7/2020,78.33,0,3,81.55,50.22,2.81
1/8/2020,108.17,0,4,90.1,48.18,2.03
1/9/2020,68.46,3,5,93.55,47.7,2.28
1/10/2020,61.31,0.3,6,84.35,48.65,2.96
1/11/2020,82.19,0,7,80.9,48.65,2.76
1/12/2020,93.79,0,8,78.04,50.21,2.92
1/13/2020,103.38,0,9,76.62,51.28,3.23
1/14/2020,99,0,10,75.82,52.7,3.21
1/15/2020,92.12,0,11,73.19,53.41,3.92
1/16/2020,88.73,0,12,87.29,51.01,2.06
1/17/2020,48.6,20.8,0,100,47.38,2.04
1/18/2020,73.58,32.4,0,84.7,48.84,2.6
1/19/2020,81.33,0,1,72.67,47.41,3.25
1/20/2020,73.42,0,2,71.11,47.19,3.62
1/21/2020,123.48,0,3,75.25,46.78,18.88
1/22/2020,102.35,0,4,66.62,48.65,3.6
1/23/2020,70.79,0,5,71.73,48.5,4.4
1/24/2020,64.81,0,6,80.19,46.81,4.35
1/25/2020,83.69,0,7,78.16,48.58,2.92
1/26/2020,83.21,0,8,81.35,47.86,2.88
1/27/2020,83.33,0,9,78.91,48.8,3.35
1/28/2020,105.71,0,10,71.44,51.84,3.69
